id,skill_label,tokenized_sentences
STP-MEG-2001-1.1,Marine Engineering,"['Manage and monitor electrical, electronic and control engineering systems.', 'Monitor the operation of electrical, electronic and control systems.', 'Operate, maintain and repair electrical, electronic and control systems.', 'Manage operation of, troubleshoot and restore electrical and electronic control equipment']"
STP-MEG-2002-1.1,Marine Engineering,"['Maintain and contribute to an engineering watch.', 'Contribute to an engineering watch which involves maintaining the operation and safety of the machinery and engine-room.', 'Take over and handover the engineering watch to other officers to maintain operation and safety of the machinery and engine room']"
STP-MEG-1003-1.1,Marine Engineering,"['Manage and oversee shipboard maintenance and repairs.', 'Contribute to shipboard maintenance and repair.', 'Maintain and repair electrical and electronic equipment, automation control systems of main propulsion, auxiliary machinery, bridge navigation equipment and communication systems.', 'Maintain and repair shipboard machinery and equipment and use hand tools, machine tools and measuring instruments for fabrication and repair.', 'Manage safe and effective maintenance and repair procedures and identify causes of machinery malfunctions']"
STP-MCA-3002-1.1,Marine Engineering,"['Apply mathematical and physics calculations to specify capacity, trim and stability details, and ensure seaworthiness of ships.', 'Produce line plans and drawings from offset tables and collate data for form and stability calculations.', 'Calculate ship stability based on design and construction, and solve floatation-related problems.', 'Review naval architecture calculations to determine safe operational limits of ships and/or rigs under different weather and load conditions']"
STP-MEG-2004-1.2,Marine Engineering,"['Manage propulsion plant and machinery and transfer, bilge and ballast operations.', 'Contribute to fuelling and oil transfer, bilge and ballast operations and operation of equipment and machinery.', 'Operate main and auxiliary machinery and associated control systems.', 'Plan, schedule and manage the operation of propulsion plant machinery']"
STP-MEG-2005-1.2,Marine Engineering,"['Ensure ship stability and compliance to pollution-prevention measures.', 'Ensure compliance with pollution-prevention requirements.', 'Maintain seaworthiness of ship and ensure compliance with pollution-prevention requirements.', 'Control trim, stability and stress and monitor and control compliance with legislative requirements while at sea']"
STP-MSU-4001-1.2,Marine Surveying,"['Conduct of hull inspections to determine its integrity and seaworthiness.', 'Conduct marine surveys on ship hulls.', 'Oversee and review survey findings for ship hulls']"
STP-MSU-4002-1.1,Marine Surveying,"['Investigate different types of marine incidents and accidents in collaboration with other relevant agencies, where necessary, to determine their causes and recommend preventive measures.', 'Conduct marine accident investigations.', 'Lead marine accident investigations']"
STP-MSU-4003-1.1,Marine Surveying,"['Prepare and approve marine survey reports to set out technical findings and recommendations.', 'Write marine survey reports.', 'Validate marine survey reports to award class certification']"
STP-MSU-4004-1.1,Marine Surveying,"['Inspect ship propulsion systems as part of marine surveys.', 'Conduct marine surveys on ship propulsion systems.', 'Oversee and review survey findings for ship propulsion systems']"
STP-PLT-4001-1.1,Pilotage,"['React and respond to problems and emergency situations in the course of pilotage.', 'Manage shipboard malfunctions and deal with emergencies.', 'Report and investigate pilotage emergencies and propose remedial actions']"
STP-PLT-4002-1.1,Pilotage,"['Plan an act of pilotage.', 'Obtain relevant data to produce a port passage plan.', 'Evaluate and assess the ship’s conditions and address deficiencies']"
STP-PLT-2003-1.1,Pilotage,"['Carry out tug operations and work with tugs during pilotage operations.', 'Manoeuvre a tug.', 'Oversee tug operations.', 'Work with tugs during pilotage operations']"
STP-PEQ-3001-1.1,Port Equipment,"['Perform engineering and equipment maintenance with condition-based monitoring techniques and tools.', 'Monitor components and assets to determine their conditions.', 'Diagnose component and asset faults through analysis condition monitoring data.', 'Review engineering asset to determine the condition monitoring requirements']"
STP-PEQ-1002-1.1,Port Equipment,"['Implementation of the organisation’s port equipment maintenance strategy pertaining to reduce downtime and enhance port operations.', 'Perform maintenance and repair of port equipment.', 'Diagnose and service port equipment.', 'Implement port equipment maintenance schedules and provide maintenance-related assistance.', 'Develop the organisation’s maintenance plan and ensure adequate resources are available to facilitate maintenance activities.', 'Evaluate the organisation’s maintenance strategy and plans to introduce improvements to enhance port equipment performance and port operations.', 'Drive the organisation’s port equipment maintenance strategy and inculcate a culture of pro-active maintenance']"
STP-POR-2001-1.1,Port Operations,"['Organise, oversee and coordinate all aspects of the port call, from booking of berth allocations and services before arrival to finalising of accounts after departure.', 'Assist in coordinating vessel arrivals and departures.', 'Coordinate vessel arrivals and departures.', 'Oversee vessel arrivals and departures']"
STP-POR-2002-1.1,Port Operations,"['Apply quality considerations and practices in port operations to satisfy customer expectations.', 'Carry out planning and daily work to meet quality system requirements, maintain and improve work quality.', 'Plan and facilitate quality control in work activities.', 'Monitor cost of quality and ensure work processes are carried out to meet customer expectations on quality']"
STP-RIM-4002-1.1,"Risk Management, Governance and Regulatory Compliance","['Establish and execute crisis communication plans to relay essential messages to stakeholders within the broader context of business continuity and crisis management.', 'Execute crisis communication management plans.', 'Establish crisis communication management plans']"
STP-RIM-3010-1.1,"Risk Management, Governance and Regulatory Compliance","['Evaluate effectiveness and efficiency of internal controls.', ""Interpret the organisation's frameworks for internal controls."", ""Identify organisation's control gaps, control inadequacies and internal controls established."", 'Assess adequacy and effectiveness of internal controls established.', ""Interpret the organisation's frameworks for internal controls."", ""Identify organisation's control gaps, control inadequacies and internal controls established."", 'Assess adequacy and effectiveness of internal controls established']"
STP-CGP-3018-1.1-1,"Risk Management, Governance and Regulatory Compliance","['Develop, enforce, implement and practice regulatory compliance activities to ensure compliance to legislative and regulatory requirements.', 'Analyse and interpret information on compliance procedures and practices to ensure compliance with relevant legislation and regulatory requirements.', 'Establish compliance procedures for business practices, policies and processes to meet regulatory requirements and manage compliance monitoring, and identification of action plans to address non-compliance issues.', ""Formulate organisation's compliance programmes and compliance strategies to incorporate relevant legislative and regulatory requirements and adapt to changing regulatory environment""]"
STP-SBR-3001-1.1,Ship Broking and Chartering,"['Drive the organisation’s chartering business and monitor key performance indicators.', 'Assess market data and propose rates for chartering.', 'Analyse data to match shippers with charterers.', 'Review the business unit’s performance and establish standard operating procedures']"
STP-SBR-3002-1.1,Ship Broking and Chartering,"['Coordinate finance options for the sale and purchase of ships.', 'Identify suitable ship finance options for clients.', 'Analyse clients’ credit risk to propose ship finance options.', 'Formulate the organisation’s strategies for ship financing options']"
STP-SBR-3003-1.1,Ship Broking and Chartering,"['Execute the sale and purchase of ships in the organisation and ensure adherence to legislative requirements and organisation procedures.', 'Assist in the sale and purchase of ships.', 'Oversee the sale and purchase of ships by ensuring adherence to legislative requirements.', 'Formulate the organisation’s ship sale and purchase strategies and key performance indicators']"
STP-SBR-2004-1.1,Ship Broking and Chartering,"['Gather and analyse information on ship valuation.', 'Gather information on ship valuation through various sources.', 'Verify ship valuation information and submit recommendations']"
STP-SOS-1001-1.1,"Ship Emergency, Occupational Safety and Survival","['Minimise the risk of fire and maintain a state of readiness to respond to emergency situations involving fire.', 'Recognise muster signals and take appropriate emergency actions.', 'Control fire-fighting operations using advanced training techniques in fighting fires, with particular emphasis on organisation, tactics and command.', 'Prevent, control and fight fires on board.', 'Maintain safety and security of vessels, crew and passengers and the operational condition of life-saving, fire-fighting and other safety systems']"
STP-SOS-1002-1.1,"Ship Emergency, Occupational Safety and Survival","['Survive at sea in the event of ship abandonment.', 'Execute personal survival techniques after ship abandonment']"
STP-SOS-1003-1.1,"Ship Emergency, Occupational Safety and Survival","['Provide medical first aid and take charge of follow-up medical care on board ships by taking immediate action in the case of accidents and illnesses likely to occur on board ships.', 'Apply immediate first aid in the event of accident or illness.', 'Provide follow-up medical care to the sick and injured while they remain on board']"
STP-SOS-2004-1.2,"Ship Emergency, Occupational Safety and Survival","['Execute security duties on board ships to ensure safety and security.', 'Maintain and supervise the implementation of ship security plans.', 'Contribute to the enhancement of maritime security.', 'Oversee security systems and procedures on board ships']"
STP-SOS-1005-1.1,"Ship Emergency, Occupational Safety and Survival","['Launch and take charge of a survival craft or rescue boat in emergency situations.', 'Assist in launching of survival crafts and rescue boats in emergencies.', 'Take control of survival crafts and rescue boats']"
STP-SHS-1001-1.1,Ship Handling and Seamanship,"['Using charts, chartwork instruments and position-fixing techniques to create voyage plans.', 'Acquire chartwork knowledge to plot a position and lay off a safe course to a specified position.', 'Plot a position and establish the safe passage of a ship']"
STP-SHS-1003-1.1,Ship Handling and Seamanship,"['Manoeuvring of vessels, which covers securing, anchoring and mooring gear on completion, securing the vessel prior to departure and preparing for heavy weather..', 'Carry out operations to anchor, moor and secure ships.', 'Control anchoring, mooring and securing operations which include watch-keeping when moored or anchored']"
STP-SHS-1002-1.1,Ship Handling and Seamanship,"['Steer and manoeuvre ships safely while complying with helm orders.', 'Steer the ship and comply with helm orders']"
STP-SNG-3001-1.1,Ship Navigation,"['Plan voyages and perform navigation.', 'Plan and conduct a passage and determine position.', 'Navigate the ship safely along the planned route of voyage']"
STP-SNG-2002-1.1,Ship Navigation,"['Plan a voyage and perform navigation within the Special Limit.', 'Plan and conduct coastal passages and determine positions for within Special Limit.', 'Plan and conduct passages and determine positions within Special Limit']"
STP-SNG-3003-1.1,Ship Navigation,"['Conduct navigational watches to ensure ships’ safe passage.', 'Maintain safe navigational watches.', 'Direct safe navigation of ships']"
STP-SNG-1004-1.1,Ship Navigation,"['Conduct navigational watches within the Special Limit to ensure safe passage of ships.', 'Contribute to safe navigational watches.', 'Steer ships and comply with helm orders']"
STP-SNG-2005-1.1,Ship Navigation,"['Manage and respond to search and rescue operations at sea.', 'Operate emergency equipment and apply emergency procedures.', 'Respond to emergencies and distress signals at sea.', 'Direct responses to emergencies and distress signals at sea']"
STP-SOP-2001-1.1,Ship Operations,"['Handling and stowage of cargo and ensuring its care during the voyage.', 'Monitor the loading, stowage, securing and unloading of cargo and their care during voyage.', 'Monitor cargo operations and report defects and damage to cargo spaces.', 'Plan and ensure safe loading, stowage, securing and care during the voyage and unloading of cargo.', 'Formulate strategies to improve overall cargo handling and stowage operations.', 'Lead overall cargo handling and stowage activities to ensure operational excellence']"
STP-OPR-3070-1.1,Ship Operations,"['Manage overall network utilisation to drive smooth operations, service integrity, cost efficiency, and optimal flow of cargo through the network.. Monitor vessel allocations, connections, overall feasibility of schedules to support optimal cargo flow, and benchmark existing services and products.', 'Manage vessel operations to optimise utilisation, manage scheduling and capacity issues, and improve existing services and products.', 'Drive overall network utilisation, expansion of network coverage and formulate strategic plans to solve scheduling and capacity issues']"
STP-SFY-3001-1.1,Shipboard Safety Management Systems,"['Carry out audits of shipboard safety management systems to ensure compliance with regulatory requirements.', 'Conduct regulatory audits of safety management systems (SMS) on board vessels which involves determining conformance with planned arrangements and effectiveness of approaches to managing operational safety.', 'Implement systematic approaches to the audit of safety management systems (SMS) on board vessels which includes advising vessel owners on the requirements for developing and implementing appropriate safety management systems and plans.', 'Conduct regulatory audits of the safety management systems (SMSs) on board vessels through a systematic examination and audit criteria to determine conformance to planned arrangements']"
STP-SPI-3001-1.1,Strategic Planning,"['Foster a culture of innovation across the organisation through ideation thereby enhancing efficiency and productivity.', 'Analyse work systems and processes to propose ideas and support the implementation of innovation initiatives in business units.', 'Evaluate opportunities to enhance the business’ efficiency and productivity through innovation initiatives.', 'Establish systems to foster innovation, evaluate organisational need for innovation, and obtain management approval for organisation-wide implementation and ensure employees provide feedback towards innovation.', 'Foster a culture of innovation and incorporate aspects of innovation in leadership and management activities']"
 STP-SPL-3002-1.1,Strategic Planning,"['Making management decisions to establish, review and refine strategic organisational objectives and policies through collation and analysis of relevant organisational and business information.', 'Contribute to strategic and operational plans.', 'Support management decision-making with information processing.', 'Develop organisational strategies and policies.', 'Set organisational strategies and targets.', 'Support management decision-making with information processing.', 'Develop organisational strategies and policies.', 'Set organisational strategies and targets']"
STP-SPI-3003-1.1,Strategic Planning,"['Plan and allocate resources to ensure optimisation of resources and sustainability of business operations.', 'Assess the suitability of resources and implement systems to monitor and evaluate resource usage.', 'Develop resource plans to support business units.', 'Formulate resource allocation plans to support the achievement of strategies']"
STP-SYS-3001-1.1,Systems Engineering,"['Synthesise system architecture baselines that satisfy stakeholder requirements.', 'Translate stakeholder expectations into system design considerations.', 'Recommend design solutions to meet functional and behavioural expectations and performance requirements.', 'Establish measures of effectiveness (MOEs) and technical performance measures (TPMs) aligned to stakeholder expectation statements']"
STP-SYS-3003-1.1,Systems Engineering,"['Perform interface management activities to integrate systems.', 'Execute, maintain and track changes to records pertaining to interface management.', 'Perform interface management during system design and product integration.', 'Direct interface management during system design and product integration.', 'Direct the development of programme interface management policies with multiple systems']"
STP-SYS-3002-1.1,Systems Engineering,"['Establish consistency in performance, functional, and physical attributes throughout a system’s life cycle.', 'Maintain records pertaining to configuration management activities.', 'Perform configuration management activities for sub-systems.', 'Oversee establishment of configuration management activities and audits.', 'Direct the development of configuration management policies and activities with multiple systems']"
STP-SYS-3007-1.1,Systems Engineering,"['Realise the system-of-interest by progressively combining system elements in accordance with architectural design requirements and the integration strategy.', 'Assist in sub-systems integration and perform systems verification and validation activities to identify non-conformance.', 'Integrate sub-systems in in accordance with requirements.', 'Establish systems integration strategies and systems integration sequence and procedures']"
STP-WSH-5072-1.1,Workplace Safety and Health,"['Manage behavioural safety programmes in an organisation.', 'Design and implement behavioural safety programmes that conform to organisational requirements.', 'Drive behavioural safety programmes that conform to organisational requirements.', 'Design and implement behavioural safety programme that conforms to organizational requirements.. Drive behavioural safety programmes that conform to organisational requirements']"
STP-WSH-1001-1.1,Workplace Safety and Health,"['Perform the duties of an entrant and attendant, with proper supervision and safety precautions, when working in confined spaces.', 'Perform work in confined spaces.', 'Supervise work in confined space operations']"
STP-WSH-3091-1.1,Workplace Safety and Health,"['Manage emergency response plans for the range of contingencies affecting the maritime sector.', 'Coordinate the implementation of health, safety, security, environment and quality (HSSEQ) Emergency Preparedness and Response Plans (EPRPs) for a range of contingencies.', 'Review Emergency Preparedness and Response Plans (EPRPs) and collaborate with external entities from the port marine fire department, police coast guards, hospitals and other agencies.', 'Establish organisational Emergency Preparedness and Response Plans (EPRPs) for a range of maritime contingencies']"
STP-WSH-3092-1.1,Workplace Safety and Health,"['Implement systematic approaches for hazard identification and risk assessment to eliminate or reduce risks effectively in maritime and shipping operations.', 'Identify Health Safety, Security, Environment and Quality (HSSEQ) hazards, unsafe work conditions and/or practices and recommend reasonably practical control measures at the workplace in maritime and shipping operations.', 'Develop and implement risk management plans to eliminate or reduce risks for a safe workplace with compliance to regulations and Health Safety, Security, Environment and Quality (HSSEQ) system requirements.', 'Conduct risk assessments to identify and appraise hazards, evaluate the risks and estimate the costs due to the risks in maritime and shipping operations']"
STP-WSH-3093-1.1,Workplace Safety and Health,"['Apply a systematic and objective approach in health, safety, security, environment and quality (HSSEQ) incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents.', 'Conduct root cause analysis of health, safety, security, environment and quality (HSSEQ) incidents and contribute suggestions to prevent future recurrences.', 'Lead health, safety, security, environment and quality (HSSEQ) investigations and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations.', 'Establish and manage health, safety, security, environment and quality (HSSEQ) incident investigation and analysis processes']"
STP-WSH-3094-1.1,Workplace Safety and Health,"['Create and maintain a health, safety, security, environment and quality (HSSEQ) culture based on a common set of attitudes, behaviours, and competencies.', 'Promote a common set of attitudes, behaviours and competencies as the essential components of organisational health, safety, security, environment and quality (HSSEQ) culture.', 'Develop and review the effectiveness of the organisation’s health, safety, security, environment and quality (HSSEQ) culture programme.', 'Establish a common set of attitudes, behaviours and competencies to achieve organisational health, safety, security, environment and quality (HSSEQ) excellence']"
STP-WSH-3095-1.1,Workplace Safety and Health,"['Establish and monitor indicators measuring effectiveness of health, safety, security, environment and quality (HSSEQ) and work procedures in preventing incidents and safeguarding employees.', 'Coordinate HSSEQ inspections and collect data for the compilation of HSSEQ performance reports.', 'Lead HSSEQ inspections and implement HSSEQ performance monitoring plans for HSSEQ performance data collection and analyses.', 'Establish measurement and monitoring of HSSEQ performance to ensure accordance with maritime codes and regulations']"
STP-WSH-3096-1.1,Workplace Safety and Health,"['Develop organisational health, safety, security, environment and quality (HSSEQ) policies to ensure compliance by applying knowledge of maritime and shipping-related regulations and staying abreast of regulatory changes and practices.', 'Coordinate formulation, implementation and management review of health, safety, security, environment and quality (HSSEQ) policies.', 'Support health, safety, security, environment and quality (HSSEQ) policy development in compliance with organisational programmes and relevant maritime regulations.', 'Set up health, safety, security, environment and quality (HSSEQ) policies and advise management on appropriate maritime legal compliance measures']"
SEC-LDR-3001-1.1,Business Management,"['Manage contract creation, evaluation, negotiation, and tendering to fulfil contractual requirements for the bidding organisation .', 'Collaborate with stakeholders to prepare contracts and tender documents.', 'Review contracts and tender documents to ensure alignment to business requirements and negotiated terms']"
SEC-LDR-3002-1.1,Business Management,"['Respond to external or internal opportunities and apply creativity to introduce new ideas, processes or technology.', 'Analyse work practices within workplace for innovation and improvement opportunities.', 'Develop innovation initiatives and strategies in business functions.', 'Formulate systems to support innovation, identify, review and implement  innovation initiatives and engage employees on innovation']"
SEC-LDR-4004-1.1 ,Business Management,"[""Manage organisation's marketing plans."", 'Manage market research to support marketing objectives and activities.', 'Formulate marketing objectives and activities']"
SEC-LDR-5006-1.1,Business Management,"['Develop organisational strategic plans and provide directions to the organisation.', ""Formulate directions and strategies to maximise organisation's potential in different business environments    ."", 'Drive organisational strategies and policies for the alignment of the organisation’s vision, mission and values']"
SEC-ICM-1001-1.1,Incident Management,"['Perform actions to deter undesired outcomes.', 'Apply appropriate actions according to organisational procedures to deter undesired outcomes.', 'Apply appropriate actions to deter undesired outcomes when on duty at protected areas and places.', 'Execute strategies to deter undesired outcomes']"
SEC-ICM-1002-1.1,Incident Management,"['Provide first-aid support and determine the situation for escalation.', 'Carry out organisational procedures based on the degree of injury']"
SEC-ICM-1003-1.1,Incident Management,"['Establish procedures to manage and analyse incidents.', 'Apply procedures appropriate to situations.', 'Respond to situations and manage the impact of incidents.', 'Supervise security activities through analysing of situations  .', 'Develop and review incident management procedures']"
SEC-IFM-2001-1.1,Information Management,"['Develop a set of rules to control access to information.', 'Apply Standard Operation Procedures (SOPs) to control information dissemination.', 'Implement strategies to control information dissemination.', 'Develop Standard Operation Procedures (SOPs) to control information dissemination']"
SEC-IFM-1002-1.1,Information Management,"['Write clear, concise and readable reports supported by facts and evidence.', 'Describe situations with facts using report templates.', 'Verify and enhance documentations.', 'Compile and write reports for clarity and readability.', 'Edit reports for clarity and readability']"
SEC-IFM-1003-1.1,Information Management,"['Gather and measure data on topics targeted to answer relevant questions.', 'Carry out conversations to capture relevant information.', 'Apply appropriate techniques to capture relevant information.', 'Collaborate with relevant parties to capture relevant information.', 'Review information collected.', 'Devise methods to capture relevant information']"
SEC-IFM-2004-1.1,Information Management,"['Record essential information identified to meet governance principles.', 'Operate organisation’s closed-circuit television system  .', 'Maintain organisation’s closed-circuit television records.', 'Review organisation’s closed-circuit television records']"
SEC-OBS-1001-1.1,Observation,"['Measure situations by discerning the environment.', 'Carry out observation on surveillance sites according to organisational procedures.', 'Identify malicious activities in the environment according to organisational procedures  .', 'Analyse the environment for unusual activities mitigate potential threats.', 'Inspect environment to identify security risks and deficiencies']"
SEC-PDV-3001-1.1,People Development,"['Provide personnel with support for professional development.', ""Apply workplace learning techniques to enhance employees' development.. Support employees to develop their skills and facilitating learning opportunities and coaching junior management employees.. Mentor successors, support organisational learning and development and engage employees to develop a strong organisational base.""]"
SEC-PDV-3002-1.1,People Development,"['Manage conflicts and disagreements efficiently to reach compromise and agreements.', 'Facilitate resolution of conflicts among stakeholders.', 'Develop robust conflict management systems and processes within the organisation.', 'Formulate frameworks for managing conflicts, grievances and disputes within the organisation']"
SEC-PDV-3003-1.1,People Development,"[""Manage the performance of personnel to achieve organisation's performance targets."", ""Supervise personnel's performance."", ""Review personnel's performance."", 'Formulate people development-related strategies and plans to achieve optimised business performance']"
SEC-SOP-1001-1.1 ,Security Operations,"['Apply appropriate apprehension techniques on suspects during the committing of unlawful acts.', 'Apply appropriate detention techniques to apprehend unarmed suspects.', 'Apply appropriate detention techniques to apprehend armed suspects']"
SEC-SOP-1002-1.1,Security Operations,"['Deploy dogs for security patrols.', 'Carry out dog patrols according to organisational procedures']"
SEC-SOP-3003-1.1,Security Operations,"['Manage resources to handle uncertain and emergency situations.', 'Deploy and manage resources to minimise security risks.', 'Develop Security Risk Management plans']"
SEC-SOP-1004-1.1,Security Operations,"['Manage crowd and traffic flow.', 'Perform crowd and traffic control operations.', 'Handle crowd and traffic control operational issues.', 'Supervise crowd and traffic control operational issues']"
SEC-SOP-1005-1.1,Security Operations,"['Provide protection services to moderate risk security environment.', 'Apply appropriate procedures to protect escorted persons or groups.', 'Provide protection to the escorted persons or groups with armed equipment in accordance to organisational procedures  .', 'Supervise security executive  protection activities in accordance to  organisational procedures  .', 'Manage and review executive protection processes']"
SEC-SOP-1006-1.1,Security Operations,"['Handle firearms in accordance to standard operating procedures.', 'Follow standard operating procedures (SOPs) to operate firearms']"
SEC-SOP-1007-1.1,Security Operations,"['Perform guard and patrol duties to ensure the security of guarded facilities and eliminate prevailing security threats.', 'Apply appropriate procedures for guard and patrol activities.', 'Apply appropriate procedures for armed guard and patrol activities.', 'Supervise securities activities in accordance to organisational procedures.', 'Manage and review guard and patrol processes']"
SEC-SOP-3008-1.1,Security Operations,"[""Manage security resources to meet organisation's goals and objectives."", 'Deploy and monitor security resources.', 'Develop security resources deployment plans.', 'Formulate security resources strategies']"
SEC-SOP-1009-1.1,Security Operations,"['Perform security and cargo escorts from collection points to designated places safely.', 'Apply appropriate procedure for security escort activities.', 'Apply appropriate procedure for cargo escort activities.', 'Supervise security and cargo escort activities in accordance to  organisational procedures']"
SEC-SOP-4010-1.1,Security Operations,"['Plan and coordinate security operations of specific events.', 'Manage security teams in event operations.', 'Develop security operation plans.', 'Synergise security operation plans with external stakeholders']"
SEC-SOP-1011-1.1,Security Operations,"['Manage operations that comply with the relevant legal requirements in the security industry.', 'Adhere to appropriate codes of conduct during deployments.', 'Adhere to appropriate legal requirements for law enforcement officers.', 'Supervise security operations in accordance to relevant legal requirements.', 'Manage security agencies in accordance to relevant legal requirements']"
SEC-SOP-1012-1.1,Security Operations,"['Conduct security screening activities to ensure the security of guarded facilities and mitigate prevailing security threats.', 'Apply appropriate procedures for security screening of persons and baggage.', 'Conduct security screening of vehicles in accordance to organisational procedures.', 'Supervise security screening activities in accordance to organisational procedures  .', 'Manage and review security screening processes']"
SEC-SOP-1013-1.1,Security Operations,"['Apply appropriate physical intervention tactics and techniques during hostile situations.', 'Apply physical intervention tactics for self-defence.', 'Apply law enforcement tactics for self-defence']"
SEC-SRM-4001-1.1,Security Risk Management,"['Methodological approaches to carry out security audits.', 'Manage security audits.', 'Lead security audits']"
SEC-SRM-3002-1.1,Security Risk Management,"['Methodological approaches to identify and solve security-related problems.', 'Breakdown straightforward security problems and identify risks  .', 'Determine the cause-and effect relationships between security problems and risks.', 'Assess threat vulnerabilities and risks']"
SEC-SRM-4003-1.1 ,Security Risk Management,"['Establish procedures for gathering, analysing and interpreting information about security threats and present findings to relevant stakeholders.', 'Develop in-depth analysis on security threats and the relevant factors.', 'Evaluate and develop in depth analysis on the security threats and the relevant contributing factors.', 'Drive discussion using security threat research findings for actions']"
SEC-TEM-2001-1.1,Security Technology Management,"['Manage access points of entry for different levels of authorised entries.', 'Apply appropriate procedures to operate access control equipment.', 'Deploy access control equipment and supervise security personnel in access control.', 'Plan, implement and review access control systems']"
SEC-TEM-2002-1.1 ,Security Technology Management,"['Detect alarm activations and respond appropriately.', 'Apply appropriate procedures to operate alarm monitoring equipment.', 'Deploy alarm equipment and supervise security personnel in alarm monitoring.', 'Plan, implement and review alarm monitoring systems']"
SEC-TEM-2003-1.1,Security Technology Management,"['Apply and integrate evaluated technologies into organisational operations or processes to achieve desired outcomes and reduce reliance on manual tasks.', 'Apply procedural knowledge of robotic systems and automated technologies to execute security tasks.', 'Supervise use of robotics and automated technology to execute security tasks.', 'Review performance of automated workflows for process improvements.', 'Formulate new security workflows to adopt robotics and automated technologies to streamline processes']"
SSC-PPR-3001-1.1,Advocacy,"['Advance the interests of the marginalised and/or vulnerable within the community regardless of mode of delivery.', 'Advocate for the needs of vulnerable and/or marginalised members and families in the community.', 'Advance the interests of vulnerable groups within the community, through a range of activities.', 'Facilitate the maintenance of rights and needs of clients within the broader rights and needs of the general community.', 'Influence and contribute to policy development in the context of changing social and economic environments']"
SSC-CAR-1001-1.1,Care Services,"['Provide care, assistance and training in Activities of Daily Living (ADLs).', 'Follow organisational policies, protocols and procedures to provide care and assistance in Activities of Daily Living (ADLs).', 'Provide active support and assistance to clients in Activities of Daily Living (ADLs) according to individual care-plans.', 'Supervise Care staff in providing care and assistance in Activities of Daily Living (ADLs) according to individual care plans']"
SSC-CAR-1002-1.1,Care Services,"['Provide supervision and oversight of clients.', 'Assist in the supervision and oversight of clients to ensure their safety and overall well-being.', 'Provide supervision and oversight of clients to ensure their safety and overall well-being.', 'Review and provide directions pertaining to residents’ safety and well-being']"
SSC-PDV-2008-1.1-1,Care Services,"['Build consensus and utilise knowledge of conflict management techniques to diffuse tensions and achieve resolutions effectively and maintain the best interests of the organisation.', 'Address questions, understand what drives the behaviours of others in a conflict situation and assess own behaviour to minimise conflict occurrences.', 'Facilitate conflict situations through appropriate balance of logic and emotions and oversee behaviours within teams to minimise conflict occurrences']"
SSC-CAR-1003-1.1,Care Services,"[""Perform the appropriate interventions based on client's needs, conditions and care plan."", 'Support execution of relevant interventions, reporting and documentation activities based on clients’ care plans.', 'Apply relevant client and implementation considerations to support execution of intervention based on client’s care plan.', 'Translate client needs and organisational parameters into the implementation and modification of intervention']"
SSC-CAR-1004-1.1,Care Services,"['Provide para-counselling to clients within an agreed counselling framework.', 'Support certified counselling professionals in their daily work by providing engagement and support.', 'Support the implementation of appropriate para-counselling approaches']"
SSC-CAR-1005-1.1,Care Services,"['Provide support services to children and youths to ensure their overall well-being.', 'Assist in the provision of support services.', 'Identify needs of children and youth to provide appropriate support services.', 'Review support needs of children and youths and guide or direct them to relevant support services']"
SSC-CAR-1006-1.1,Care Services,"['Identify and understand needs and concerns of people with physical, emotional, learning and intellectual disabilities and their families.', 'Ensure the safety of persons with disabilities when required to accompany them.', 'Provide support and identify referral services to persons with disabilities.', 'Guide care staff in understanding the needs and interests of persons with disabilities and the provision of support services']"
SSC-CAR-1007-1.1,Care Services,"['Provide support services to seniors, their families and caregivers by identifying and understanding their needs and concerns.', 'Ensure the safety of seniors when required to accompany them.', 'Provide support and identify referral services to seniors through daily interaction with them.', 'Guide care staff to provide support services to seniors through understanding their needs and interests']"
SSC-CAR-2008-1.1,Casework,"[""Use different models and approaches for developing case and care plans to support clients' needs in accordance to organisational practices."", 'Support development of case and care plans to support clients’ needs.', 'Develop case and care plans to support clients’ needs.', 'Lead development of case and care plans.', 'Oversee case and care planning for the organisation.', 'Drive best practices in case and care planning']"
SSC-PPR-2002-1.1,Casework,"['Evaluate effectiveness and efficiency of casework interventions.', 'Support the evaluation of casework outcomes, processes and levels of risk.', 'Implement appropriate evaluation frameworks for casework outcomes, processes and levels of risk.', 'Adapt evaluation frameworks to evaluate casework outcomes, processes and levels of risk.', 'Drive efforts for effectiveness of casework evaluation processes.', 'Strategise approaches to track outcomes of casework interventions']"
SSC-PPR-2003-1.1,Casework,"['Provide systematic approaches to casework interventions.', 'Support the implementation of casework interventions.', 'Implement appropriate casework interventions.', 'Facilitate appropriate casework intervention approaches.', 'Drive innovative efforts in intervention strategies for the organisation or sub-sector level.', 'Drive best practices in casework interventions at the national level']"
SSC-CAR-1009-1.1,Early Intervention Care and Education,"[""Provide quality caregiving to create a nurturing, caring and safe environment that supports children's learning and development."", 'Support in applying appropriate care-giving approaches to children.', 'Apply appropriate care-giving approaches to children.', 'Adapt care-giving approaches to the specific needs of children.', 'Monitor and review care-giving approaches and practices for improvements.', 'Lead the development and improvements for care-giving approaches and practices to enhance development of caring, respectful and trusting relationships with children']"
